snip,slice_num,coord_num,beta,pval,is_bonf
22:29430987_CTTT_C,1,124,0.0787317,0.00373057,False
22:29430987_CTTT_C,1,125,0.0776347,0.00426395,False
22:29430987_CTTT_C,1,126,0.0833712,0.0021775,False
22:29430987_CTTT_C,1,127,0.0790376,0.00377934,False
22:29430987_CTTT_C,1,128,0.0802827,0.00334053,False
22:29430987_CTTT_C,1,129,0.0866984,0.00155391,False
22:29430987_CTTT_C,1,130,0.0934832,0.000670163,False
22:29430987_CTTT_C,1,131,0.0948988,0.000563331,False
22:29430987_CTTT_C,1,132,0.0878688,0.00143291,False
22:29430987_CTTT_C,1,133,0.0870359,0.00161224,False
22:29430987_CTTT_C,1,134,0.0942861,0.000651677,False
22:29430987_CTTT_C,1,135,0.0861479,0.00189592,False
22:29430987_CTTT_C,1,136,0.0965286,0.000513938,False
22:29430987_CTTT_C,1,137,0.099925,0.000334966,False
22:29430987_CTTT_C,1,138,0.0983105,0.00043918,False
22:29430987_CTTT_C,1,139,0.0990072,0.000404053,False
22:29430987_CTTT_C,1,140,0.102022,0.000269946,False
22:29430987_CTTT_C,1,141,0.103475,0.000225603,False
22:29430987_CTTT_C,1,142,0.101848,0.000291955,False
22:29430987_CTTT_C,1,143,0.103577,0.000243256,False
22:29430987_CTTT_C,1,144,0.101378,0.000334499,False
22:29430987_CTTT_C,1,145,0.105764,0.000187694,False
22:29430987_CTTT_C,1,146,0.101114,0.000367867,False
22:29430987_CTTT_C,1,147,0.100759,0.000400084,False
22:29430987_CTTT_C,1,148,0.0959087,0.00076923,False
22:29430987_CTTT_C,1,149,0.0997028,0.000483593,False
22:29430987_CTTT_C,1,150,0.101339,0.000401839,False
22:29430987_CTTT_C,1,151,0.102498,0.000354613,False
22:29430987_CTTT_C,1,152,0.0968028,0.000766269,False
22:29430987_CTTT_C,1,153,0.0971309,0.000764677,False
22:29430987_CTTT_C,1,154,0.10752,0.000202372,False
22:29430987_CTTT_C,1,155,0.102376,0.000414431,False
22:29430987_CTTT_C,1,156,0.105715,0.000276447,False
22:29430987_CTTT_C,1,157,0.108726,0.000190888,False
22:29430987_CTTT_C,1,158,0.110861,0.000151959,False
22:29430987_CTTT_C,1,159,0.107643,0.000244313,False
22:29430987_CTTT_C,1,160,0.104823,0.000368492,False
22:29430987_CTTT_C,1,161,0.109109,0.00022018,False
22:29430987_CTTT_C,1,162,0.102871,0.000522874,False
22:29430987_CTTT_C,1,163,0.115839,9.93765e-05,False
22:29430987_CTTT_C,1,164,0.115106,0.000116144,False
22:29430987_CTTT_C,1,165,0.11403,0.000142619,False
22:29430987_CTTT_C,1,166,0.110654,0.000231486,False
22:29430987_CTTT_C,1,167,0.114469,0.000150528,False
22:29430987_CTTT_C,1,168,0.11943,8.2812e-05,False
22:29430987_CTTT_C,1,169,0.123403,5.10873e-05,False
22:29430987_CTTT_C,1,170,0.126126,3.78672e-05,False
22:29430987_CTTT_C,1,171,0.122689,6.57107e-05,False
22:29430987_CTTT_C,1,172,0.124562,5.56847e-05,False
22:29430987_CTTT_C,1,173,0.129049,3.29683e-05,False
22:29430987_CTTT_C,1,174,0.127777,4.09754e-05,False
22:29430987_CTTT_C,1,175,0.124285,7.32154e-05,False
22:29430987_CTTT_C,1,176,0.126899,5.4775e-05,False
22:29430987_CTTT_C,1,177,0.127111,5.86303e-05,False
22:29430987_CTTT_C,1,178,0.128594,5.14953e-05,False
22:29430987_CTTT_C,1,179,0.139642,1.22749e-05,False
22:29430987_CTTT_C,1,180,0.144239,6.83929e-06,False
22:29430987_CTTT_C,1,181,0.138156,1.8162e-05,False
22:29430987_CTTT_C,1,182,0.13951,1.65664e-05,False
22:29430987_CTTT_C,1,183,0.145819,7.58048e-06,False
22:29430987_CTTT_C,1,184,0.145235,9.27155e-06,False
22:29430987_CTTT_C,1,185,0.147603,7.68715e-06,False
22:29430987_CTTT_C,1,186,0.166672,4.97413e-07,False
22:29430987_CTTT_C,1,187,0.15767,2.29596e-06,False
22:29430987_CTTT_C,1,188,0.155837,3.3832e-06,False
22:29430987_CTTT_C,1,189,0.152842,5.82968e-06,False
22:29430987_CTTT_C,1,190,0.156817,3.86941e-06,False
22:29430987_CTTT_C,1,191,0.159223,3.06976e-06,False
22:29430987_CTTT_C,1,192,0.163474,1.87986e-06,False
22:29430987_CTTT_C,1,193,0.152203,1.01949e-05,False
22:29430987_CTTT_C,1,194,0.165679,1.78739e-06,False
22:29430987_CTTT_C,1,195,0.167485,1.55995e-06,False
22:29430987_CTTT_C,1,196,0.159966,4.8627e-06,False
22:29430987_CTTT_C,1,197,0.160076,5.28368e-06,False
22:29430987_CTTT_C,1,198,0.161943,4.64967e-06,False
22:29430987_CTTT_C,1,199,0.16784,2.31208e-06,False
22:29430987_CTTT_C,1,200,0.163692,4.51037e-06,False
22:29430987_CTTT_C,1,201,0.171703,1.66219e-06,False
22:29430987_CTTT_C,1,202,0.175413,1.07921e-06,False
22:29430987_CTTT_C,1,203,0.172618,1.80257e-06,False
22:29430987_CTTT_C,1,204,0.165016,5.50345e-06,False
22:29430987_CTTT_C,1,205,0.169929,3.13898e-06,False
22:29430987_CTTT_C,1,206,0.171586,2.66358e-06,False
22:29430987_CTTT_C,1,207,0.176608,1.53983e-06,False
22:29430987_CTTT_C,1,208,0.177511,1.50567e-06,False
22:29430987_CTTT_C,1,209,0.175337,2.17865e-06,False
22:29430987_CTTT_C,1,210,0.173562,2.994e-06,False
22:29430987_CTTT_C,1,211,0.178455,1.72274e-06,False
22:29430987_CTTT_C,1,212,0.179832,1.5877e-06,False
22:29430987_CTTT_C,1,213,0.170905,5.6431e-06,False
22:29430987_CTTT_C,1,214,0.183697,1.19533e-06,False
22:29430987_CTTT_C,1,215,0.179668,2.18491e-06,False
22:29430987_CTTT_C,1,216,0.176858,3.44302e-06,False
22:29430987_CTTT_C,1,217,0.168648,1.04082e-05,False
22:29430987_CTTT_C,1,218,0.164549,1.81047e-05,False
22:29430987_CTTT_C,1,219,0.167063,1.41618e-05,False
22:29430987_CTTT_C,1,220,0.158043,4.25224e-05,False
22:29430987_CTTT_C,1,221,0.158491,4.35513e-05,False
22:29430987_CTTT_C,1,222,0.159589,4.05079e-05,False
22:29430987_CTTT_C,1,223,0.149126,0.000132218,False
22:29430987_CTTT_C,1,224,0.150304,0.000123451,False
22:29430987_CTTT_C,2,9,0.0107932,0.656519,False
22:29430987_CTTT_C,2,10,0.0113479,0.636023,False
22:29430987_CTTT_C,2,11,0.01089,0.646313,False
22:29430987_CTTT_C,2,12,0.0142534,0.542624,False
22:29430987_CTTT_C,2,13,0.0203784,0.381733,False
22:29430987_CTTT_C,2,14,0.0156972,0.496858,False
22:29430987_CTTT_C,2,15,0.0197465,0.389553,False
22:29430987_CTTT_C,2,16,0.00861239,0.706102,False
22:29430987_CTTT_C,2,17,0.0213253,0.348762,False
22:29430987_CTTT_C,2,18,0.0244437,0.281793,False
22:29430987_CTTT_C,2,19,0.0106485,0.63735,False
22:29430987_CTTT_C,2,20,0.0164244,0.466292,False
22:29430987_CTTT_C,2,21,0.0138584,0.538447,False
22:29430987_CTTT_C,2,22,0.0204775,0.362233,False
22:29430987_CTTT_C,2,23,0.0347272,0.121565,False
22:29430987_CTTT_C,2,24,0.0141177,0.527719,False
22:29430987_CTTT_C,2,25,0.0217372,0.331311,False
22:29430987_CTTT_C,2,26,0.0355045,0.112073,False
22:29430987_CTTT_C,2,27,0.0303694,0.173341,False
22:29430987_CTTT_C,2,28,0.0286664,0.19934,False
22:29430987_CTTT_C,2,29,0.0259941,0.245473,False
22:29430987_CTTT_C,2,30,0.0305775,0.170598,False
22:29430987_CTTT_C,2,31,0.0403761,0.070126,False
22:29430987_CTTT_C,2,32,0.0264173,0.237425,False
22:29430987_CTTT_C,2,33,0.0336272,0.131638,False
22:29430987_CTTT_C,2,34,0.0386264,0.0832109,False
22:29430987_CTTT_C,2,35,0.0218412,0.328956,False
22:29430987_CTTT_C,2,36,0.0349139,0.118269,False
22:29430987_CTTT_C,2,37,0.0336991,0.131098,False
22:29430987_CTTT_C,2,38,0.0342074,0.126631,False
22:29430987_CTTT_C,2,39,0.0382591,0.0873601,False
22:29430987_CTTT_C,2,40,0.0301902,0.176957,False
22:29430987_CTTT_C,2,41,0.0324151,0.148203,False
22:29430987_CTTT_C,2,42,0.0354476,0.115148,False
22:29430987_CTTT_C,2,43,0.0361234,0.108337,False
22:29430987_CTTT_C,2,44,0.0374058,0.096237,False
22:29430987_CTTT_C,2,45,0.0360811,0.108804,False
22:29430987_CTTT_C,2,46,0.039496,0.0799836,False
22:29430987_CTTT_C,2,47,0.0354615,0.116275,False
22:29430987_CTTT_C,2,48,0.034095,0.131188,False
22:29430987_CTTT_C,2,49,0.0458109,0.0425901,False
22:29430987_CTTT_C,2,50,0.0391388,0.0841722,False
22:29430987_CTTT_C,2,51,0.0334769,0.140199,False
22:29430987_CTTT_C,2,52,0.0454521,0.0455526,False
22:29430987_CTTT_C,2,53,0.0402418,0.0771959,False
22:29430987_CTTT_C,2,54,0.0340555,0.135367,False
22:29430987_CTTT_C,2,55,0.0387423,0.0906339,False
22:29430987_CTTT_C,2,56,0.0333309,0.146098,False
22:29430987_CTTT_C,2,57,0.0404483,0.0784386,False
22:29430987_CTTT_C,2,58,0.033985,0.139628,False
22:29430987_CTTT_C,2,59,0.0426181,0.0648254,False
22:29430987_CTTT_C,2,60,0.0376347,0.103208,False
22:29430987_CTTT_C,2,61,0.0422636,0.0684851,False
22:29430987_CTTT_C,2,62,0.0384861,0.0974771,False
22:29430987_CTTT_C,2,63,0.0386698,0.0968135,False
22:29430987_CTTT_C,2,64,0.0390173,0.0945497,False
22:29430987_CTTT_C,2,65,0.0488121,0.0370932,False
22:29430987_CTTT_C,2,66,0.0448825,0.0557527,False
22:29430987_CTTT_C,2,67,0.0421142,0.0732212,False
22:29430987_CTTT_C,2,68,0.0375836,0.110727,False
22:29430987_CTTT_C,2,69,0.038921,0.0998579,False
22:29430987_CTTT_C,2,70,0.0451297,0.0564842,False
22:29430987_CTTT_C,2,71,0.0398136,0.0934658,False
22:29430987_CTTT_C,2,72,0.0405458,0.088765,False
22:29430987_CTTT_C,2,73,0.0311149,0.193936,False
22:29430987_CTTT_C,2,74,0.0368676,0.123567,False
22:29430987_CTTT_C,2,75,0.0394063,0.10002,False
22:29430987_CTTT_C,2,76,0.0318676,0.185483,False
22:29430987_CTTT_C,2,77,0.0286931,0.234324,False
22:29430987_CTTT_C,2,78,0.0326203,0.176629,False
22:29430987_CTTT_C,2,79,0.0396941,0.101767,False
22:29430987_CTTT_C,2,80,0.0395775,0.103573,False
22:29430987_CTTT_C,2,81,0.040002,0.101035,False
22:29430987_CTTT_C,2,82,0.0337955,0.16728,False
22:29430987_CTTT_C,2,83,0.0429269,0.0790931,False
22:29430987_CTTT_C,2,84,0.0535611,0.0289004,False
22:29430987_CTTT_C,2,85,0.0494281,0.0444118,False
22:29430987_CTTT_C,2,86,0.0462946,0.060276,False
22:29430987_CTTT_C,2,87,0.0518407,0.0357601,False
22:29430987_CTTT_C,2,88,0.0500307,0.0432649,False
22:29430987_CTTT_C,2,89,0.0530937,0.0322007,False
22:29430987_CTTT_C,2,90,0.0540751,0.0295916,False
22:29430987_CTTT_C,2,91,0.0461632,0.063948,False
22:29430987_CTTT_C,2,92,0.0460164,0.0650182,False
22:29430987_CTTT_C,2,93,0.0448243,0.0727347,False
22:29430987_CTTT_C,2,94,0.0376821,0.132836,False
22:29430987_CTTT_C,2,95,0.0457845,0.0683244,False
22:29430987_CTTT_C,2,96,0.0425827,0.0905864,False
22:29430987_CTTT_C,2,97,0.0546144,0.0305534,False
22:29430987_CTTT_C,2,98,0.0529901,0.0363768,False
22:29430987_CTTT_C,2,99,0.0527053,0.0377718,False
22:29430987_CTTT_C,2,100,0.0518519,0.0412568,False
22:29430987_CTTT_C,2,101,0.0580575,0.0227006,False
22:29430987_CTTT_C,2,102,0.056694,0.0265156,False
22:29430987_CTTT_C,2,103,0.059887,0.0193616,False
22:29430987_CTTT_C,2,104,0.0589928,0.0215591,False
22:29430987_CTTT_C,2,105,0.0557358,0.0301298,False
22:29430987_CTTT_C,2,106,0.0520509,0.0435398,False
22:29430987_CTTT_C,2,107,0.0593783,0.0216579,False
22:29430987_CTTT_C,2,108,0.0575662,0.0263719,False
22:29430987_CTTT_C,2,109,0.0658865,0.0113134,False
22:29430987_CTTT_C,2,110,0.0682324,0.00890174,False
22:29430987_CTTT_C,2,111,0.0677392,0.00958015,False
22:29430987_CTTT_C,2,112,0.0671636,0.0103792,False
22:29430987_CTTT_C,2,113,0.0734096,0.00526527,False
22:29430987_CTTT_C,2,114,0.0746684,0.00461526,False
22:29430987_CTTT_C,2,115,0.0698476,0.00829254,False
22:29430987_CTTT_C,2,116,0.0737044,0.00544001,False
22:29430987_CTTT_C,2,117,0.0706809,0.00779163,False
22:29430987_CTTT_C,2,118,0.0751569,0.00474437,False
22:29430987_CTTT_C,2,119,0.0751055,0.00491174,False
22:29430987_CTTT_C,2,120,0.0728476,0.0064559,False
22:29430987_CTTT_C,2,121,0.0793329,0.00310385,False
22:29430987_CTTT_C,2,122,0.083773,0.0017958,False
22:29430987_CTTT_C,2,123,0.0774469,0.00396915,False
22:29430987_CTTT_C,2,124,0.0709432,0.00853103,False
22:29430987_CTTT_C,2,125,0.0720484,0.00755533,False
22:29430987_CTTT_C,2,126,0.0736953,0.00642936,False
22:29430987_CTTT_C,2,127,0.0725983,0.00736099,False
22:29430987_CTTT_C,2,128,0.0734302,0.00681394,False
22:29430987_CTTT_C,2,129,0.0765505,0.00484989,False
22:29430987_CTTT_C,2,130,0.0781407,0.00409101,False
22:29430987_CTTT_C,2,131,0.0823639,0.00254101,False
22:29430987_CTTT_C,2,132,0.0836788,0.00223294,False
22:29430987_CTTT_C,2,133,0.083448,0.00234866,False
22:29430987_CTTT_C,2,134,0.0912136,0.000896828,False
22:29430987_CTTT_C,2,135,0.0987216,0.000336425,False
22:29430987_CTTT_C,2,136,0.0953736,0.00055406,False
22:29430987_CTTT_C,2,137,0.0904144,0.00109117,False
22:29430987_CTTT_C,2,138,0.0951342,0.000601793,False
22:29430987_CTTT_C,2,139,0.101241,0.000270299,False
22:29430987_CTTT_C,2,140,0.0990907,0.000383022,False
22:29430987_CTTT_C,2,141,0.0979751,0.000454757,False
22:29430987_CTTT_C,2,142,0.0935451,0.000838344,False
22:29430987_CTTT_C,2,143,0.0913898,0.00111577,False
22:29430987_CTTT_C,2,144,0.0974878,0.000515308,False
22:29430987_CTTT_C,2,145,0.0964312,0.000608399,False
22:29430987_CTTT_C,2,146,0.0945287,0.00081337,False
22:29430987_CTTT_C,2,147,0.0957152,0.000711021,False
22:29430987_CTTT_C,2,148,0.0944445,0.000858743,False
22:29430987_CTTT_C,2,149,0.0979507,0.000561416,False
22:29430987_CTTT_C,2,150,0.0934031,0.00101519,False
22:29430987_CTTT_C,2,151,0.0940979,0.000969622,False
22:29430987_CTTT_C,2,152,0.0967643,0.000706992,False
22:29430987_CTTT_C,2,153,0.0934517,0.00111103,False
22:29430987_CTTT_C,2,154,0.10428,0.000279244,False
22:29430987_CTTT_C,2,155,0.100419,0.000486308,False
22:29430987_CTTT_C,2,156,0.0987241,0.000628928,False
22:29430987_CTTT_C,2,157,0.0940497,0.0011602,False
22:29430987_CTTT_C,2,158,0.0978999,0.000739886,False
22:29430987_CTTT_C,2,159,0.106851,0.000242217,False
22:29430987_CTTT_C,2,160,0.111952,0.000126508,False
22:29430987_CTTT_C,2,161,0.109854,0.000179599,False
22:29430987_CTTT_C,2,162,0.117915,6.07825e-05,False
22:29430987_CTTT_C,2,163,0.119737,4.85104e-05,False
22:29430987_CTTT_C,2,164,0.120009,4.97728e-05,False
22:29430987_CTTT_C,2,165,0.120299,5.04516e-05,False
22:29430987_CTTT_C,2,166,0.123622,3.35292e-05,False
22:29430987_CTTT_C,2,167,0.128536,1.75227e-05,False
22:29430987_CTTT_C,2,168,0.133561,8.73562e-06,False
22:29430987_CTTT_C,2,169,0.132588,1.10967e-05,False
22:29430987_CTTT_C,2,170,0.134269,9.079e-06,False
22:29430987_CTTT_C,2,171,0.125882,3.44656e-05,False
22:29430987_CTTT_C,2,172,0.127133,3.07908e-05,False
22:29430987_CTTT_C,2,173,0.131625,1.74255e-05,False
22:29430987_CTTT_C,2,174,0.13578,1.02823e-05,False
22:29430987_CTTT_C,2,175,0.125259,5.04965e-05,False
22:29430987_CTTT_C,2,176,0.130774,2.46214e-05,False
22:29430987_CTTT_C,2,177,0.133408,1.85158e-05,False
22:29430987_CTTT_C,2,178,0.134769,1.68261e-05,False
22:29430987_CTTT_C,2,179,0.131634,2.91853e-05,False
22:29430987_CTTT_C,2,180,0.137094,1.47693e-05,False
22:29430987_CTTT_C,2,181,0.145385,4.90896e-06,False
22:29430987_CTTT_C,2,182,0.133357,3.06719e-05,False
22:29430987_CTTT_C,2,183,0.134083,3.11242e-05,False
22:29430987_CTTT_C,2,184,0.148368,4.65602e-06,False
22:29430987_CTTT_C,2,185,0.147495,5.80175e-06,False
22:29430987_CTTT_C,2,186,0.144592,9.9154e-06,False
22:29430987_CTTT_C,2,187,0.152737,3.52381e-06,False
22:29430987_CTTT_C,2,188,0.154815,2.97362e-06,False
22:29430987_CTTT_C,2,189,0.15739,2.28558e-06,False
22:29430987_CTTT_C,2,190,0.166372,6.76335e-07,False
22:29430987_CTTT_C,2,191,0.167712,6.49363e-07,False
22:29430987_CTTT_C,2,192,0.165778,9.97674e-07,False
22:29430987_CTTT_C,2,193,0.170317,5.9136e-07,False
22:29430987_CTTT_C,2,194,0.169455,7.39316e-07,False
22:29430987_CTTT_C,2,195,0.172045,5.97836e-07,False
22:29430987_CTTT_C,2,196,0.175866,3.91764e-07,False
22:29430987_CTTT_C,2,197,0.175909,4.41469e-07,False
22:29430987_CTTT_C,2,198,0.172664,8.11618e-07,False
22:29430987_CTTT_C,2,199,0.173297,8.70128e-07,False
22:29430987_CTTT_C,2,200,0.177762,4.9957e-07,False
22:29430987_CTTT_C,2,201,0.173144,1.12433e-06,False
22:29430987_CTTT_C,2,202,0.175943,8.28995e-07,False
22:29430987_CTTT_C,2,203,0.179379,5.76935e-07,False
22:29430987_CTTT_C,2,204,0.17991,6.17322e-07,False
22:29430987_CTTT_C,2,205,0.186963,2.38252e-07,False
22:29430987_CTTT_C,2,206,0.183092,4.74048e-07,False
22:29430987_CTTT_C,2,207,0.178492,1.02991e-06,False
22:29430987_CTTT_C,2,208,0.18681,3.58022e-07,False
22:29430987_CTTT_C,2,209,0.18413,5.84683e-07,False
22:29430987_CTTT_C,2,210,0.180582,1.02227e-06,False
22:29430987_CTTT_C,2,211,0.191866,2.43424e-07,False
22:29430987_CTTT_C,2,212,0.185317,6.85981e-07,False
22:29430987_CTTT_C,2,213,0.187124,5.69005e-07,False
22:29430987_CTTT_C,2,214,0.178096,2.22671e-06,False
22:29430987_CTTT_C,2,215,0.175113,3.59841e-06,False
22:29430987_CTTT_C,2,216,0.185682,9.89501e-07,False
22:29430987_CTTT_C,2,217,0.181964,1.80209e-06,False
22:29430987_CTTT_C,2,218,0.184633,1.37804e-06,False
22:29430987_CTTT_C,2,219,0.174961,5.08711e-06,False
22:29430987_CTTT_C,2,220,0.183824,1.82087e-06,False
22:29430987_CTTT_C,2,221,0.184022,1.92067e-06,False
22:29430987_CTTT_C,2,222,0.169979,1.17786e-05,False
22:29430987_CTTT_C,2,223,0.169297,1.34603e-05,False
22:29430987_CTTT_C,2,224,0.174068,8.22506e-06,False
22:29430987_CTTT_C,2,225,0.158025,5.46981e-05,False
22:29430987_CTTT_C,2,226,0.16818,1.88249e-05,False
22:29430987_CTTT_C,2,227,0.150012,0.000141153,False
22:29430987_CTTT_C,2,228,0.149856,0.000150243,False
22:29430987_CTTT_C,2,229,0.148903,0.000174206,False
22:29430987_CTTT_C,2,230,0.146764,0.000228244,False
22:29430987_CTTT_C,2,231,0.135334,0.000703553,False
22:29430987_CTTT_C,2,232,0.114621,0.00421498,False
22:29430987_CTTT_C,2,233,0.119886,0.00286538,False
22:29430987_CTTT_C,2,234,0.116862,0.00383519,False
22:29430987_CTTT_C,2,235,0.102324,0.011562,False
22:29430987_CTTT_C,2,236,0.0954379,0.0191568,False
22:29430987_CTTT_C,2,237,0.082218,0.0444969,False
22:29430987_CTTT_C,2,238,0.083342,0.0427441,False
22:29430987_CTTT_C,2,239,0.0741858,0.0728162,False
22:29430987_CTTT_C,2,240,0.0605352,0.14567,False
22:29430987_CTTT_C,2,241,0.0599325,0.152011,False
22:29430987_CTTT_C,2,242,0.0500069,0.236318,False
22:29430987_CTTT_C,2,243,0.0430961,0.310726,False
22:29430987_CTTT_C,2,244,0.0324685,0.449035,False
22:29430987_CTTT_C,2,245,0.0217465,0.615516,False
22:29430987_CTTT_C,2,246,0.0293058,0.502847,False
22:29430987_CTTT_C,2,247,0.0160491,0.716521,False
22:29430987_CTTT_C,2,248,0.00520622,0.90734,False
22:29430987_CTTT_C,2,249,-0.00170814,0.969933,False
22:29430987_CTTT_C,2,250,-0.0037917,0.934307,False
22:29430987_CTTT_C,3,7,-0.0156007,0.52509,False
22:29430987_CTTT_C,3,8,-0.0123036,0.611526,False
22:29430987_CTTT_C,3,9,-0.0176224,0.461124,False
22:29430987_CTTT_C,3,10,-0.00694062,0.768808,False
22:29430987_CTTT_C,3,11,-0.00159477,0.945641,False
22:29430987_CTTT_C,3,12,-0.00778481,0.73665,False
22:29430987_CTTT_C,3,13,-0.00704099,0.758643,False
22:29430987_CTTT_C,3,14,-0.00665994,0.769696,False
22:29430987_CTTT_C,3,15,0.00544898,0.809886,False
22:29430987_CTTT_C,3,16,0.00268947,0.905063,False
22:29430987_CTTT_C,3,17,0.000330003,0.988286,False
22:29430987_CTTT_C,3,18,0.00115441,0.958846,False
22:29430987_CTTT_C,3,19,0.0105737,0.636342,False
22:29430987_CTTT_C,3,20,-0.0061546,0.783011,False
22:29430987_CTTT_C,3,21,0.00127569,0.95428,False
22:29430987_CTTT_C,3,22,0.00882967,0.69164,False
22:29430987_CTTT_C,3,23,0.000430344,0.984536,False
22:29430987_CTTT_C,3,24,0.0012908,0.953718,False
22:29430987_CTTT_C,3,25,0.0092529,0.676919,False
22:29430987_CTTT_C,3,26,0.0082689,0.709931,False
22:29430987_CTTT_C,3,27,0.00466925,0.833425,False
22:29430987_CTTT_C,3,28,0.00918598,0.678905,False
22:29430987_CTTT_C,3,29,0.00555724,0.802306,False
22:29430987_CTTT_C,3,30,0.0151241,0.494974,False
